97028.461757	89930.19065000002	
108725.78399999994	82358.94292899998	
105798.24757699993	84983.08082900003	
133253.82504499995	79174.569193	
103092.31900799999	86950.912674	
91686.07751200002	97468.68433000003	
100739.18871799999	87326.628878	
95699.58371199999	92843.743038	
112702.14935999997	81115.50309099999	
88702.62619100002	122882.64899099994	
133645.32915599993	79034.48062599998	
131284.21536999996	80002.18900199998	
90237.54839500002	114016.58126299997	
100502.08942199999	88736.68037800002	
95947.26358399999	90129.63566600002	
107446.80050799994	84040.80110400001	
121347.43630899998	80197.550514	
104580.81345899998	86056.34310900001	
90667.03301100002	113917.43415999998	
104873.88892099998	85870.36790200001	
103535.78649099999	86203.80431600001	
99922.895838	88760.24266700001	
103328.89328499998	86834.73896800002	
85321.60125299999	129366.84735600003	
89087.69312999996	121967.90439400001	
89903.82801599997	117874.50004500005	
87851.40162099997	123238.47482199997	
85217.41977299999	129484.74486600004	
81647.38426299999	142995.18736399995	
85371.51296799995	124526.76236300002	
83400.115552	131120.15050400002	
82234.29830099999	138202.67886700007	
87767.011051	123789.98375399997	
89159.440378	118924.260267	
82186.34331899999	142625.457815	
88508.55093599999	123064.07448599998	
116857.07978899998	96468.31454000002	
114592.83730200003	98490.00858399997	
132545.210935	85623.53603700004	
111013.48374899998	103213.86206299996	
120118.07701099997	93719.32474799997	
128592.814053	86176.02141400003	
126052.81900799999	87725.42466500001	
100731.70566800001	111310.92173500001	
93973.88075600004	119418.464027	
91659.79141200004	122835.72585099997	
147012.79203299998	85431.477942	
93116.69460800003	119570.71864799998	
102009.62803600002	109106.15698799999	
101752.51204200002	109137.192502	
97369.50256900003	112376.569744	
95425.06039400001	115416.25313699999	
101475.93380100004	110503.735657	
108555.43184700004	104585.02443300001	
110003.43117000003	103304.40818800002	
89301.37390000004	126683.48430899999	
111373.86953500003	102890.43904400001	
106051.13146400006	105739.11135500003	
95958.43781900001	114044.895018	
106363.92663400006	105274.67002700003	
112160.14707499996	100891.17928699999	
102848.10984000003	106953.48441100003	
103080.49768000004	106250.47071600001	
106473.37844400003	105267.04779400003	
103331.89040500006	105829.63596000001	
90120.77139099999	125490.563161	
87418.29438499999	129833.748816	
89334.66293000002	125821.90848899995	
88504.42451699999	127536.84355399998	
150865.591155	85051.751855	
112147.839778	102347.03360100003	
115831.38934699997	98268.50755500002	
113463.61295699995	100494.14557099999	
85036.21993500003	146872.80078000005	
83951.111594	150362.12059900005	
86087.22158900002	146435.49866700004	
86204.28505300003	145475.198822	
87080.84917	135065.11933900008	
86761.58913100004	142837.20022400003	
84582.74890500004	147056.77974499998	
